Time,Start,Highest,Lowest,End,SMA5,SMA10,SMA20,WI6,WI12,WI20,"K(9,3)","D(9,3)",RSI 6,RSI 12,Trading volumn,MA5,MA10,Foreign investor,Net buy/sell,DIF12-26,MACD9,OSC
2015/8/5,8504.94,8563.01,8486.27,8542.27,8578.87,8615.6,8808.2,-58.84%,-81.22%,-86.32%,20.57%,18.67%,29.92%,28.73%,868.32,884.75,912.2,1127.13 ,4.33,-193.37,-175.98,-17.39
2015/8/6,8564.55,8586.24,8404.67,8449.56,8538.49,8581.44,8781.87,-84.65%,-92.04%,-93.77%,18.27%,18.54%,22.70%,25.28%,908.66,889.3,898.61,1098.68 ,-28.45,-195.4,-179.86,-15.54
2015/8/7,8409.01,8458.04,8368.4,8442.29,8493.88,8548.89,8758.28,-76.00%,-85.99%,-90.23%,19.67%,18.91%,22.20%,25.02%,761.54,867.72,897.04,1089.90 ,-8.78,-198.33,-183.56,-14.78
2015/8/10,8410.63,8484.18,8374.08,8466.84,8482.36,8539.9,8729.93,-63.29%,-77.80%,-86.99%,23.09%,20.31%,28.62%,27.73%,791.59,868,878.71,1076.20 ,-13.71,-196.76,-186.2,-10.56
2015/8/11,8542.13,8586.22,8393.08,8394.14,8459.02,8521.07,8697.54,-88.40%,-92.94%,-96.60%,18.00%,19.54%,22.13%,24.83%,1003.94,866.81,878.95,1046.32 ,-29.87,-193.77,-187.71,-6.05
2015/8/12,8365.15,8376.59,8235.95,8283.38,8407.24,8493.06,8659,-86.46%,-89.72%,-94.66%,15.59%,18.22%,15.64%,21.16%,967.32,886.61,885.68,958.64 ,-87.68,-200.95,-190.36,-10.59
2015/8/13,8284.96,8348.39,8271.69,8311.74,8379.68,8459.08,8622.48,-78.36%,-83.57%,-91.47%,16.70%,17.72%,22.61%,24.29%,890.3,882.94,886.12,944.70 ,-13.94,-203,-192.89,-10.11
2015/8/14,8315.14,8343.98,8283.35,8305.64,8352.35,8423.11,8585.46,-80.10%,-84.89%,-92.16%,17.69%,17.71%,22.14%,24.07%,738.99,878.43,873.07,922.18 ,-22.51,-202.4,-194.79,-7.61
2015/8/17,8307.9,8308.54,8213.42,8213.42,8301.66,8392.01,8547.38,-100.00%,-100.00%,-100.00%,11.79%,15.74%,16.06%,20.89%,702.76,860.66,864.33,901.49 ,-20.7,-205.39,-196.91,-8.48
2015/8/18,8237.08,8277.22,8166.77,8177.22,8258.28,8358.65,8505.95,-97.51%,-97.78%,-98.70%,8.69%,13.39%,14.22%,19.77%,756.23,811.12,838.97,900.20 ,-1.29,-208.4,-199.21,-9.19
2015/8/19,8182.81,8182.81,7987.57,8021.84,8205.97,8306.61,8461.1,-91.19%,-94.31%,-96.23%,7.70%,11.49%,8.94%,15.81%,1018.7,821.4,854,839.57 ,-60.63,-220.04,-203.37,-16.66
2015/8/20,8008.68,8063.8,7951.72,8029.81,8149.59,8264.63,8423.04,-80.31%,-87.69%,-90.92%,9.24%,10.74%,10.98%,16.75%,885.88,820.51,851.73,782.69 ,-56.88,-229.42,-208.58,-20.83
2015/8/21,7941.95,7941.95,7786.92,7786.92,8045.84,8199.1,8373.99,-100.00%,-100.00%,-100.00%,6.16%,9.21%,6.04%,12.24%,1036.63,880.04,879.23,709.80 ,-72.89,-249.56,-216.78,-32.78
2015/8/24,7719.63,7719.63,7203.07,7410.34,7885.23,8093.45,8316.67,-81.25%,-85.01%,-86.13%,9.99%,9.47%,3.29%,8.41%,1460.88,1031.66,946.16,643.84 ,-65.96,-293.59,-232.14,-61.45
2015/8/25,7427.36,7677.93,7368.47,7675.64,7784.91,8021.6,8271.33,-56.01%,-65.83%,-68.37%,20.42%,13.12%,30.18%,26.16%,1236.97,1127.81,969.47,685.37 ,41.53,-311.69,-248.05,-63.64
2015/8/26,7636.12,7762.45,7547.61,7715.59,7723.66,7964.82,8228.94,-47.69%,-62.95%,-65.70%,28.58%,18.28%,33.52%,28.44%,1100.93,1144.26,982.83,593.79 ,-91.57,-315.47,-261.53,-53.94
2015/8/27,7762.63,7856.4,7762.63,7824.55,7682.61,7916.1,8187.59,-27.80%,-47.04%,-57.81%,37.80%,24.78%,42.51%,34.46%,1101.4,1187.36,1003.94,529.03 ,-64.76,-304.33,-270.09,-34.24
2015/8/28,7923.77,8039.76,7923.77,8019.18,7729.06,7887.45,8155.28,-2.46%,-28.74%,-43.07%,50.52%,33.36%,55.44%,43.69%,1053.52,1190.74,1035.39,571.14 ,42.1,-277.5,-271.57,-5.92
2015/8/31,8026.62,8174.92,7961.77,8174.92,7881.98,7883.6,8137.81,0.00%,-14.82%,-29.94%,66.75%,44.49%,63.36%,49.85%,1016.47,1101.86,1066.76,567.52 ,-3.62,-243.65,-265.99,22.34
2015/9/1,8117.5,8119.9,8002.18,8017.56,7950.36,7867.64,8113.14,-19.51%,-26.32%,-41.11%,72.43%,53.81%,52.13%,44.49%,853.31,1025.12,1076.47,513.59 ,-53.93,-220.92,-256.98,36.05
2015/9/2,7970.4,8068.06,7907.31,8035.29,8014.3,7868.98,8087.79,-22.26%,-22.52%,-39.83%,76.83%,61.48%,53.25%,45.21%,913.34,987.61,1065.93,514.57 ,0.98,-202.82,-246.14,43.33
2015/9/3,8071.37,8101.13,8007.48,8095.95,8068.58,7875.59,8070.11,-19.15%,-8.87%,-35.45%,81.85%,68.27%,57.35%,47.76%,871.63,941.65,1064.51,549.16 ,34.59,-181.24,-233.16,51.92
2015/9/4,8087.62,8128.23,7990.86,8000.6,8064.86,7896.96,8048.03,-65.14%,-17.94%,-42.34%,80.69%,72.41%,49.21%,44.23%,830.34,897.02,1043.88,511.70 ,-37.46,-165.87,-219.7,53.84
2015/9/7,7990.76,8053.2,7957.8,7986.56,8027.19,7954.58,8024.01,-70.39%,-19.38%,-43.35%,77.12%,73.98%,48.01%,43.71%,690.47,831.82,966.84,490.59 ,-21.11,-154.65,-206.69,52.04
2015/9/8,7993.1,8031.26,7978.78,8001.5,8023.98,7987.17,8004.38,-57.36%,-17.84%,-31.96%,70.73%,72.90%,49.58%,44.47%,668.16,794.79,909.96,458.59 ,-32,-143.52,-194.06,50.54
2015/9/9,8097.22,8296.13,8097.22,8286.92,8074.31,8044.3,8004.56,-2.37%,-0.99%,-5.37%,79.69%,75.16%,70.24%,56.61%,1188.65,849.85,918.73,672.42 ,213.83,-114.14,-178.07,63.94
2015/9/10,8247.64,8274.82,8214.5,8268.68,8108.85,8088.72,8002.41,-8.11%,-3.67%,-6.60%,84.11%,78.14%,68.10%,55.76%,859.26,847.38,894.51,692.66 ,20.24,-88.63,-160.18,71.56
2015/9/11,8271.25,8313.18,8233.14,8305.82,8169.9,8117.38,8002.42,-2.07%,-1.34%,-0.66%,88.80%,81.70%,70.31%,57.19%,806.62,842.63,869.82,687.82 ,-4.84,-65.01,-141.15,76.14
2015/9/14,8332.57,8360.03,8259.31,8307.29,8234.04,8130.62,8007.11,-13.11%,-11.65%,-4.56%,88.65%,84.02%,70.41%,57.25%,766.65,857.87,844.84,700.65 ,12.83,-44.26,-121.77,77.51
2015/9/15,8320.22,8327.95,8226.07,8259.99,8285.74,8154.86,8011.25,-26.24%,-22.10%,-8.65%,84.14%,84.06%,62.49%,54.58%,692.67,862.77,828.78,684.46 ,-16.19,-30.68,-103.55,72.87
2015/9/16,8298.13,8342.36,8276.94,8333.29,8295.01,8184.66,8026.82,-10.17%,-5.91%,-2.31%,87.21%,85.11%,68.98%,57.89%,813.37,787.71,818.78,724.80 ,40.33,-15.47,-85.94,70.47
2015/9/17,8377.31,8467.15,8377.31,8445.5,8330.38,8219.62,8047.6,-8.57%,-3.87%,-1.71%,90.06%,86.76%,76.46%,62.47%,989.56,813.77,830.57,843.64 ,118.85,5.59,-67.63,73.22
2015/9/18,8427.52,8488.53,8399.71,8462.14,8361.64,8265.77,8081.37,-10.05%,-4.97%,-2.05%,91.65%,88.39%,77.42%,63.12%,952.76,843,842.82,876.67 ,33.03,23.57,-49.39,72.96
2015/9/21,8404.5,8404.5,8285.43,8307.04,8361.59,8297.82,8126.2,-69.15%,-34.20%,-16.20%,78.97%,85.25%,53.03%,53.69%,777.89,845.25,851.56,766.72 ,-109.95,27.24,-34.06,61.3
2015/9/22,8331.44,8365.92,8325.78,8365.92,8382.78,8334.26,8160.71,-46.72%,-23.10%,-13.03%,71.07%,80.52%,58.92%,56.39%,704.39,847.59,855.18,774.02 ,7.3,32.19,-20.81,53
2015/9/23,8310.82,8310.82,8186.22,8193.42,8354.8,8324.91,8184.61,-97.62%,-57.89%,-40.65%,48.17%,69.74%,40.88%,47.54%,811.19,847.16,817.44,617.18 ,-156.84,24.94,-11.66,36.6
2015/9/24,8224.23,8257.14,8101.9,8123.1,8290.32,8310.35,8199.53,-94.52%,-93.39%,-62.87%,33.94%,57.81%,35.56%,44.43%,826.64,814.57,814.17,544.15 ,-73.03,13.42,-6.65,20.06
2015/9/25,8131.49,8152.5,8061.87,8132.35,8224.37,8293,8205.19,-83.48%,-83.48%,-61.28%,28.13%,47.92%,36.86%,44.95%,715.49,767.12,805.06,508.57 ,-35.58,1.72,-4.97,6.69
2015/9/30,8097.15,8181.24,8059.68,8181.24,8199.21,8280.4,8205.51,-64.75%,-71.65%,-52.87%,28.20%,41.35%,44.01%,47.74%,1056.83,822.91,834.08,505.48 ,-3.09,-4.98,-4.98,-0.01
2015/10/1,8194.3,8317.79,8170.78,8295.94,8185.21,8283.99,8219.43,-22.85%,-44.91%,-33.14%,37.17%,39.95%,57.55%,53.75%,896.12,861.25,854.42,537.87 ,32.39,-0.66,-4.11,3.45
2015/10/2,8290.43,8320.66,8253.75,8305.03,8207.53,8281.17,8232.91,-5.99%,-42.79%,-34.58%,43.85%,41.25%,58.51%,54.21%,742.87,847.59,847.37,527.80 ,-10.07,4.8,-2.33,7.13
2015/10/5,8342.99,8364.59,8316.83,8352.36,8253.38,8271.85,8245.73,-4.01%,-31.75%,-25.66%,57.53%,46.68%,63.62%,56.63%,842.83,850.83,832.7,498.24 ,-29.56,13.05,0.75,12.3
2015/10/6,8409.31,8482.83,8390.89,8394.1,8305.73,8265.05,8265.41,-20.97%,-22.02%,-17.79%,64.69%,52.68%,67.81%,58.74%,1010.97,909.92,838.52,523.80 ,25.56,24.86,5.57,19.29
2015/10/7,8398.53,8495.23,8385.04,8495.23,8368.53,8283.87,8290.84,0.00%,0.00%,0.00%,76.46%,60.61%,75.89%,63.42%,941.05,886.77,854.84,579.33 ,55.53,38,12.06,25.95
2015/10/8,8528.46,8544.93,8434.5,8445.96,8398.54,8291.87,8313.07,-26.45%,-20.40%,-20.40%,77.51%,66.24%,66.18%,59.81%,975.24,902.59,881.92,594.20 ,14.87,47.87,19.22,28.65
2015/10/12,8478.34,8578.22,8478.34,8573.72,8452.27,8329.9,8327.41,-1.39%,-0.87%,-0.87%,84.72%,72.40%,75.81%,65.39%,1031.01,960.22,903.9,690.83 ,96.63,61.7,27.71,33.98
2015/10/13,8571.57,8574.11,8518.41,8567.92,8495.39,8374.39,8342.37,-3.94%,-1.99%,-1.99%,89.15%,77.98%,74.66%,64.94%,901.34,971.92,911.37,714.69 ,23.86,72.31,36.63,35.68
2015/10/14,8545.14,8553.87,8515.53,8522.51,8521.07,8413.4,8353.2,-28.84%,-10.74%,-10.74%,88.21%,81.39%,65.28%,61.36%,878.26,945.38,927.65,697.83 ,-16.86,77.53,44.81,32.71
2015/10/15,8573.38,8652.47,8573.38,8601.52,8542.33,8455.43,8367.91,-19.05%,-8.59%,-8.59%,87.88%,83.55%,72.49%,65.02%,951.89,947.55,917.16,809.22 ,111.39,87,53.25,33.75
2015/10/16,8596.43,8627.83,8574.64,8604.95,8574.12,8486.33,8385.16,-21.80%,-8.02%,-8.02%,87.20%,84.77%,72.79%,65.18%,967.18,945.93,924.26,857.20 ,47.98,93.11,61.22,31.89
2015/10/19,8628.79,8670.32,8603.08,8631.5,8585.68,8518.98,8400.07,-20.22%,-7.77%,-6.36%,86.93%,85.49%,75.25%,66.44%,812.32,902.2,931.21,916.25 ,59.05,99.3,68.84,30.46
2015/10/20,8651.08,8663.12,8618.48,8653.6,8602.82,8549.1,8410.48,-10.80%,-4.01%,-2.74%,89.33%,86.77%,77.30%,67.51%,826.85,887.3,929.61,967.37 ,51.12,104.07,75.88,28.18
2015/10/21,8668.08,8690.39,8591.42,8609.23,8620.16,8570.61,8417.83,-46.41%,-21.73%,-12.87%,82.32%,85.29%,64.44%,63.10%,896.8,891.01,918.19,1007.43 ,40.06,104.85,81.68,23.17
2015/10/22,8600.4,8631.17,8594.21,8608.46,8621.55,8581.94,8432.9,-70.02%,-26.83%,-12.99%,75.33%,81.97%,64.22%,63.02%,763.16,853.26,900.4,1030.34 ,22.91,103.11,85.96,17.15
2015/10/23,8671.52,8740.08,8662.03,8673.81,8635.32,8604.72,8448.3,-40.06%,-18.67%,-9.74%,73.72%,79.22%,73.53%,66.82%,940.04,847.83,896.88,1130.87 ,100.53,106.71,90.11,16.6
2015/10/26,8706.81,8757.14,8706.81,8745.36,8658.09,8621.89,8475.89,-7.11%,-3.65%,-1.69%,80.85%,79.76%,80.27%,70.44%,852.22,855.82,879.01,1243.47 ,112.6,112.4,94.57,17.83
2015/10/27,8724,8733.53,8662.77,8701.32,8667.64,8635.23,8504.81,-33.68%,-20.02%,-8.00%,77.11%,78.88%,67.56%,65.63%,891.39,868.72,878.01,1241.14 ,-2.33,112.47,98.15,14.32
2015/10/28,8679.24,8714.01,8632.38,8665.99,8678.99,8649.57,8531.49,-55.00%,-37.73%,-13.07%,68.09%,75.28%,58.62%,61.93%,805.13,850.39,870.7,1228.59 ,-12.55,108.83,100.29,8.55
2015/10/29,8682.58,8704.59,8568.13,8571.08,8671.51,8646.53,8550.98,-98.44%,-77.01%,-31.73%,45.91%,65.49%,41.10%,53.14%,860.8,869.92,861.59,1172.63 ,-55.96,99.49,100.13,-0.63
2015/10/30,8578.25,8586.9,8503.69,8554.31,8647.61,8641.47,8563.9,-80.03%,-80.03%,-40.29%,37.27%,56.08%,38.65%,51.73%,871.41,856.19,852.01,1168.65 ,-3.98,86.74,97.45,-10.71
2015/11/2,8571.53,8614.77,8524.01,8614.77,8621.49,8639.79,8579.39,-56.17%,-56.17%,-32.33%,39.45%,50.54%,51.22%,56.30%,787.63,843.27,849.54,1207.48 ,38.82,79.13,93.79,-14.65
2015/11/3,8643.21,8728.06,8643.21,8713.19,8623.87,8645.75,8597.43,-8.85%,-17.34%,-11.81%,53.86%,51.65%,65.17%,62.60%,976.1,860.21,864.47,1313.32 ,105.84,80.83,91.2,-10.36
2015/11/4,8759.94,8864.17,8754.18,8857.02,8662.07,8670.53,8620.57,-1.98%,-1.98%,-1.49%,68.58%,57.29%,76.80%,69.58%,1284.36,956.06,903.22,1531.04 ,217.72,91.91,91.34,0.57
2015/11/5,8858.73,8871.87,8828.04,8850.18,8717.89,8694.7,8638.32,-5.89%,-5.89%,-4.96%,77.09%,63.89%,75.37%,68.91%,1070.32,997.96,933.94,1576.40 ,45.36,100.89,93.25,7.64
2015/11/6,8857.61,8857.61,8671.89,8693.57,8745.75,8696.68,8650.7,-48.43%,-48.43%,-45.31%,68.58%,65.45%,49.78%,55.59%,1142.76,1052.23,954.21,1429.71 ,-146.69,97.13,94.03,3.11
2015/11/9,8702.67,8746.28,8623.7,8642.48,8751.29,8686.39,8654.14,-65.94%,-62.30%,-62.30%,58.29%,63.06%,43.94%,52.01%,956.45,1086,964.63,1401.15 ,-28.55,87.87,92.79,-4.93
2015/11/10,8614.55,8614.55,8529.54,8536.9,8716.03,8669.95,8652.59,-97.85%,-90.98%,-90.98%,41.86%,56.00%,34.04%,45.42%,865.49,1063.87,962.04,1282.97 ,-118.19,70.89,88.41,-17.53
2015/11/11,8543.63,8557.69,8415.01,8415.01,8627.63,8644.85,8647.21,-100.00%,-100.00%,-100.00%,27.91%,46.64%,25.94%,39.17%,979.94,1002.99,979.52,1159.40 ,-123.57,48.49,80.43,-31.93
2015/11/12,8426.76,8467.31,8374.07,8428.09,8543.21,8630.55,8638.54,-89.15%,-89.15%,-89.15%,22.22%,38.50%,28.15%,40.13%,830.28,954.98,976.47,1094.41 ,-64.99,28.3,70,-41.7
2015/11/13,8402.11,8453.04,8329.5,8329.5,8470.4,8608.07,8624.77,-100.00%,-100.00%,-100.00%,14.82%,30.60%,22.18%,35.50%,781.55,882.74,967.49,978.35 ,-116.07,7.05,57.41,-50.36
2015/11/16,8278.12,8312.06,8217.34,8295.4,8400.98,8576.13,8607.96,-85.24%,-88.07%,-88.07%,13.85%,25.02%,20.39%,34.02%,815.44,854.54,970.27,884.17 ,-94.18,-16.08,42.71,-58.8
2015/11/17,8369.14,8471.89,8369.14,8419.42,8377.48,8546.76,8596.25,-49.13%,-69.13%,-69.13%,19.53%,23.19%,41.15%,43.39%,864.33,854.31,959.09,897.46 ,13.29,-22.86,29.6,-52.46
2015/11/18,8432.25,8455.14,8326.72,8340.47,8362.58,8495.1,8582.82,-63.82%,-81.19%,-81.19%,19.43%,21.94%,34.31%,39.50%,837.75,825.87,914.43,825.26 ,-72.2,-32.25,17.23,-49.48
2015/11/19,8382.09,8477.2,8357.2,8477.2,8372.4,8457.8,8576.25,0.00%,-60.30%,-60.30%,29.33%,24.40%,51.17%,48.27%,859.6,831.73,893.36,853.16 ,27.9,-32.73,7.24,-39.97
2015/11/20,8472.65,8484.06,8434.33,8465.45,8399.59,8434.99,8565.84,-6.98%,-62.09%,-62.09%,40.37%,29.72%,49.85%,47.62%,763.13,828.05,855.39,864.93 ,11.77,-31.53,-0.52,-31.01
2015/11/23,8480.59,8503.08,8450.01,8485.73,8437.65,8419.32,8552.85,-6.07%,-58.08%,-59.00%,53.20%,37.55%,52.39%,48.91%,706.1,806.18,830.36,894.33 ,29.4,-28.73,-6.16,-22.57
2015/11/24,8472.24,8497.83,8397.44,8400.14,8433.8,8405.64,8537.8,-58.37%,-65.44%,-72.07%,56.79%,43.96%,41.69%,43.93%,816.92,796.7,825.5,883.46 ,-10.87,-30.77,-11.08,-19.69
2015/11/25,8407.54,8426.62,8352.17,8386.13,8442.93,8402.75,8523.8,-66.31%,-57.51%,-74.21%,57.55%,48.49%,40.08%,43.14%,764.11,781.97,803.92,866.66 ,-16.8,-34.9,-15.84,-19.06
2015/11/26,8411.16,8510.7,8411.16,8484.9,8444.47,8408.43,8519.49,-16.27%,-21.39%,-59.12%,68.77%,55.25%,54.83%,50.01%,801.24,770.3,801.02,962.85 ,96.19,-30.95,-18.87,-12.08
2015/11/27,8493.18,8505.08,8397.49,8398.4,8431.06,8415.32,8511.7,-70.84%,-38.28%,-72.34%,58.83%,56.45%,43.56%,44.84%,667.42,751.16,789.6,929.83 ,-33.02,-31.34,-21.36,-9.98
2015/11/30,8339.83,8339.83,8239,8320.61,8398.04,8417.85,8496.99,-69.96%,-64.80%,-84.22%,49.23%,54.04%,35.66%,40.71%,1370.73,884.08,845.13,736.91 ,-192.91,-40.84,-25.26,-15.58
2015/12/1,8359.27,8463.3,8339.5,8463.3,8410.67,8422.23,8484.5,-17.45%,-16.16%,-62.42%,60.34%,56.14%,54.02%,49.94%,915.98,903.9,850.3,822.22 ,85.3,-37.66,-27.74,-9.93
2015/12/2,8475.96,8497.19,8441.28,8457.4,8424.92,8433.93,8464.51,-19.62%,-19.62%,-63.32%,67.02%,59.77%,53.27%,49.59%,908.49,932.77,857.37,826.94 ,4.72,-32.27,-28.64,-3.63
2015/12/3,8424.54,8484.52,8393.29,8456.06,8419.15,8431.81,8444.81,-20.11%,-20.11%,-62.72%,71.31%,63.62%,53.07%,49.50%,818.79,936.28,853.29,825.08 ,-1.86,-28.95,-28.7,-0.24
2015/12/4,8423.7,8423.7,8355.75,8398.6,8419.19,8425.13,8430.06,-40.02%,-41.26%,-65.73%,67.12%,64.78%,44.40%,45.81%,823.72,967.54,859.35,728.70 ,-96.38,-30.26,-29.02,-1.25
2015/12/7,8432.47,8535.36,8432.47,8454.27,8445.93,8421.98,8420.65,-27.36%,-27.36%,-40.35%,68.96%,66.18%,53.27%,49.77%,891.05,871.61,877.84,790.27 ,61.57,-24.97,-28.21,3.23
2015/12/8,8442.06,8453.63,8335.67,8343.86,8422.04,8416.35,8411,-95.90%,-64.62%,-62.83%,57.77%,63.37%,38.61%,42.97%,874.23,863.26,883.58,675.93 ,-114.34,-28.51,-28.27,-0.24
2015/12/9,8329.86,8343.37,8229.62,8229.62,8376.48,8400.7,8401.73,-100.00%,-100.00%,-96.14%,38.51%,55.09%,28.78%,37.23%,905.38,862.63,897.7,586.57 ,-89.36,-39.82,-30.58,-9.24
2015/12/10,8214.27,8228.43,8133.42,8216.17,8328.5,8373.83,8391.13,-79.41%,-79.41%,-79.41%,32.54%,47.57%,27.78%,36.60%,892.02,877.28,906.78,468.12 ,-118.45,-52.98,-35.06,-17.92
2015/12/11,8217.33,8253.11,8108.68,8115.89,8271.96,8345.58,8380.45,-98.31%,-98.31%,-98.31%,22.25%,39.13%,21.19%,32.19%,890.07,890.55,929.04,382.17 ,-85.95,-66.69,-41.39,-25.3
2015/12/14,8058.67,8068.98,7980.59,8040.16,8189.14,8317.53,8367.69,-89.26%,-89.26%,-89.26%,18.42%,32.23%,17.45%,29.28%,760.04,864.35,867.98,328.06 ,-54.11,-85.91,-50.29,-35.62
2015/12/15,8074.48,8140.06,8073.35,8073.35,8135.04,8278.54,8350.39,-80.39%,-83.28%,-83.28%,17.85%,27.43%,24.47%,32.21%,744.42,838.38,850.82,272.91 ,-55.15,-95.41,-59.31,-36.09
2015/12/16,8144.03,8204.2,8121.06,8184.66,8126.05,8251.26,8342.6,-43.75%,-63.22%,-63.22%,24.16%,26.34%,43.74%,41.13%,895.9,836.49,849.56,314.04 ,41.12,-95.09,-66.47,-28.62
2015/12/17,8214.62,8319.67,8214.62,8319.67,8146.75,8237.63,8334.72,0.00%,-38.88%,-38.88%,36.48%,29.72%,58.97%,49.86%,924.4,842.96,860.12,388.78 ,74.75,-84.2,-70.02,-14.18
2015/12/18,8272.41,8317.48,8241.32,8257.32,8175.03,8223.5,8324.31,-18.39%,-50.12%,-50.12%,43.82%,34.42%,51.28%,46.40%,845.13,833.98,862.26,399.24 ,10.46,-76.71,-71.35,-5.35
2015/12/21,8228.05,8289.59,8191.53,8282.17,8223.43,8206.29,8314.13,-11.06%,-45.64%,-45.64%,56.92%,41.92%,54.14%,47.97%,783.63,838.7,851.52,382.57 ,-16.68,-70.52,-71.19,0.67
2015/12/22,8283.03,8316.44,8261.72,8292.74,8267.31,8201.18,8308.76,-10.93%,-43.73%,-43.73%,68.64%,50.83%,55.47%,48.67%,772.26,844.27,841.32,398.13 ,15.57,-62.51,-69.45,6.94
2015/12/23,8296.58,8359.25,8296.58,8315.7,8293.52,8209.78,8305.24,-18.28%,-29.16%,-39.59%,75.26%,58.97%,58.61%,50.25%,746.14,814.31,825.4,436.20 ,38.07,-53.06,-66.17,13.11
2015/12/24,8351.2,8393.41,8324.36,8324.36,8294.46,8220.6,8297.22,-34.20%,-16.73%,-38.03%,77.93%,65.29%,59.89%,50.88%,615.78,752.59,797.78,466.26 ,30.07,-43.47,-61.63,18.16
2015/12/25,8328.94,8364.3,8320.1,8363.28,8315.65,8245.34,8295.46,-14.92%,-7.30%,-31.02%,82.15%,70.91%,65.63%,53.72%,402.56,664.08,749.03,487.13 ,20.87,-34.58,-56.22,21.65
2015/12/28,8374.18,8394.6,8358.49,8358.49,8330.91,8277.17,8297.35,-17.78%,-8.72%,-31.88%,83.70%,75.17%,64.27%,53.31%,510.19,609.39,724.04,502.44 ,15.31,-26.04,-50.19,24.15
2015/12/29,8349.27,8351.16,8286.84,8293.91,8331.15,8299.23,8288.88,-75.78%,-24.32%,-43.52%,72.60%,74.32%,48.16%,47.87%,528.4,560.61,702.44,492.55 ,-9.89,-23.92,-44.93,21.01
2015/12/30,8313.37,8342.34,8262.52,8279.99,8324.01,8308.76,8280.01,-86.77%,-35.68%,-46.03%,62.92%,70.52%,45.23%,46.75%,535.37,518.46,666.39,457.74 ,-34.81,-23.2,-40.59,17.38
2015/12/31,8273.77,8338.06,8258.73,8338.06,8326.75,8310.6,8274.11,-41.61%,-20.67%,-35.56%,66.00%,69.01%,58.02%,51.88%,482.1,491.72,622.16,462.27 ,4.53,-20.22,-36.51,16.29
2016/1/4,8315.79,8326.33,8109.09,8114.26,8276.94,8296.3,8259.9,-98.19%,-98.19%,-75.91%,44.60%,60.88%,27.89%,36.93%,770.37,565.28,614.68,322.90 ,-139.37,-29.8,-35.17,5.37
2016/1/5,8105,8142.64,8055.96,8075.11,8220.27,8275.59,8240.94,-94.35%,-94.35%,-80.02%,31.62%,51.12%,25.15%,35.01%,803.49,623.95,616.67,280.84 ,-42.06,-43.25,-36.79,-6.46
2016/1/6,8064.25,8076.54,7948.43,7990.39,8159.56,8245.36,8223.27,-89.58%,-90.60%,-90.60%,24.22%,42.16%,20.03%,31.17%,991.44,716.55,638.58,232.00 ,-48.84,-60.14,-41.46,-18.68
2016/1/7,7963.24,7980.5,7770.16,7852.06,8073.98,8198.99,8204.39,-85.69%,-86.88%,-86.88%,20.52%,34.94%,14.33%,26.08%,1175.77,844.63,681.55,111.57 ,-120.43,-83.67,-49.9,-33.77
2016/1/8,7811.2,7906.55,7788.71,7893.97,7985.16,8155.95,8188.28,-78.20%,-80.17%,-80.17%,20.29%,30.06%,22.37%,29.87%,928.54,933.92,712.82,62.21 ,-49.36,-100.59,-60.04,-40.55
2016/1/11,7855.8,7855.8,7726.22,7788.42,7919.99,8098.47,8171.9,-89.64%,-90.69%,-90.69%,16.84%,25.65%,17.42%,26.19%,853.22,950.49,757.89,(36.18),-98.39,-119.16,-71.86,-47.3
2016/1/12,7807.93,7851.81,7732.11,7768.45,7858.66,8039.46,8158.32,-89.86%,-93.68%,-93.68%,13.51%,21.61%,16.59%,25.54%,865.52,962.9,793.42,(68.05),-31.86,-133.12,-84.11,-49
2016/1/13,7799.56,7865.98,7786.33,7824.61,7825.5,7992.53,8145.88,-71.91%,-85.28%,-85.28%,14.37%,19.19%,28.17%,30.80%,765.89,917.79,817.17,(56.55),11.5,-138.93,-95.08,-43.85
2016/1/14,7752.09,7752.09,7662.34,7742.88,7803.67,7938.82,8123.79,-74.69%,-88.31%,-89.00%,13.62%,17.34%,22.67%,27.69%,817.79,846.19,845.41,(93.97),-37.42,-149.9,-106.04,-43.86
2016/1/15,7809,7842.34,7708.66,7762.01,7777.27,7881.22,8095.91,-59.19%,-85.34%,-86.39%,16.00%,16.89%,26.69%,29.51%,904.31,841.35,887.63,(166.38),-72.41,-153.31,-115.49,-37.81
2016/1/18,7678.67,7834.25,7627.89,7811.18,7781.83,7850.91,8073.6,-23.02%,-74.19%,-76.09%,24.28%,19.35%,36.82%,34.15%,816.94,834.09,892.29,(194.61),-28.23,-154.04,-123.2,-30.83
2016/1/19,7816.45,7854.88,7786.77,7854.88,7799.11,7828.89,8052.24,-4.66%,-67.50%,-70.39%,37.65%,25.45%,44.93%,38.10%,743.28,809.64,886.27,(246.00),-51.39,-147.53,-128.07,-19.46
2016/1/20,7835.17,7835.17,7687.6,7699.12,7774.01,7799.76,8022.56,-70.08%,-86.16%,-90.71%,33.62%,28.17%,29.00%,30.90%,899.09,836.28,877.04,(325.10),-79.1,-149.34,-132.32,-17.01
2016/1/21,7713.17,7748.37,7664.01,7664.01,7758.24,7780.95,7989.97,-84.09%,-91.95%,-95.29%,27.47%,27.94%,26.47%,29.52%,737.58,820.24,833.22,(349.33),-24.22,-152.65,-136.39,-16.26
2016/1/22,7729.01,7774.12,7706.14,7756.18,7757.07,7767.17,7961.56,-43.48%,-63.62%,-83.27%,36.27%,30.72%,42.36%,37.48%,694.12,778.2,809.77,(332.76),16.56,-148.48,-138.8,-9.67
