Time,Start,Highest,Lowest,End,SMA5,SMA10,SMA20,WI6,WI12,WI20,"K(9,3)","D(9,3)",RSI 6,RSI 12,Trading volumn,MA5,MA10,Foreign investor,Net buy/sell,DIF12-26,MACD9,OSC
2018/6/12,11140.02,11160.05,11088.53,11144.79,11180.8,11075.88,10997.16,-56.45%,-25.30%,-25.30%,77.99%,78.86%,60.68%,61.33%,1831.67,1731.57,1731.94,3644.22 ,-34.55,93.6,75.5,18.1
2018/6/13,11153.2,11188.01,11119.24,11173.21,11175.08,11111.09,11010.95,-51.09%,-19.15%,-19.15%,77.66%,78.46%,64.51%,62.96%,1791.79,1743.71,1747.49,3644.66 ,0.44,93.71,79.14,14.57
2018/6/14,11143.04,11143.04,11013.98,11013.98,11127.53,11124.99,11019.96,-100.00%,-53.62%,-53.62%,53.29%,70.07%,38.98%,50.07%,1669.94,1697.06,1675.22,3500.41 ,-144.25,83.38,79.99,3.39
2018/6/15,10998.2,11087.47,10981.61,11087.47,11113.74,11138.83,11032.79,-59.59%,-42.70%,-37.71%,48.13%,62.76%,49.95%,54.74%,1933.53,1758,1727.24,3408.32 ,-92.09,75.51,79.09,-3.58
2018/6/19,11008.77,11008.77,10904.19,10904.19,11064.73,11118.3,11029.69,-100.00%,-92.92%,-77.39%,32.09%,52.53%,32.48%,43.64%,1720.32,1789.45,1741.7,3194.76 ,-213.56,58.07,74.89,-16.82
2018/6/20,10904.8,10969.2,10842.56,10927.44,11021.26,11101.03,11029.12,-75.43%,-79.75%,-72.36%,28.14%,44.40%,35.89%,45.18%,1810.22,1785.16,1758.37,3117.83 ,-76.93,42.65,68.44,-25.79
2018/6/21,10949.85,10992.31,10941.07,10941.07,10974.83,11074.96,11031.87,-71.48%,-76.50%,-69.41%,26.95%,38.58%,38.09%,46.12%,1382.76,1703.35,1723.53,3027.13 ,-90.7,33.05,61.36,-28.32
2018/6/22,10901.25,10914.83,10828.86,10899.28,10951.89,11039.71,11029.98,-77.59%,-83.73%,-78.45%,24.50%,33.89%,33.82%,43.61%,1516.19,1672.6,1684.83,2927.85 ,-99.28,19.7,53.03,-33.33
2018/6/25,10834.07,10851.16,10786.46,10786.46,10891.69,11002.71,11022.19,-100.00%,-100.00%,-100.00%,16.33%,28.04%,24.81%,37.60%,1269.09,1539.71,1648.86,2839.86 ,-87.99,2.4,42.9,-40.5
2018/6/26,10730.9,10752.99,10651.42,10742.17,10859.28,10962.01,11009.91,-74.60%,-84.68%,-85.13%,16.53%,24.20%,22.04%,35.51%,1430.21,1481.69,1635.57,2778.14 ,-61.72,-17.6,30.8,-48.4
2018/6/27,10766.88,10800.34,10701.03,10701.03,10814,10917.63,10996.76,-85.45%,-90.75%,-91.87%,14.38%,20.93%,19.60%,33.61%,1492.08,1418.07,1601.61,2655.94 ,-122.19,-32.77,18.09,-50.86
2018/6/28,10669.42,10723.84,10633.01,10654.28,10756.64,10865.74,10988.41,-94.08%,-96.17%,-96.62%,11.15%,17.67%,17.03%,31.52%,1330.03,1407.52,1555.44,2574.11 ,-81.83,-49.03,4.66,-53.7
2018/6/29,10667.64,10836.91,10667.64,10836.91,10744.17,10848.03,10986.51,-27.65%,-63.26%,-67.57%,25.52%,20.29%,48.61%,45.86%,1415.95,1387.47,1530.04,2595.68 ,21.57,-50.98,-6.46,-44.52
2018/7/2,10852.17,10886.2,10777.94,10777.94,10742.47,10817.08,10977.95,-42.76%,-71.58%,-76.95%,30.46%,23.68%,42.36%,42.71%,1448.71,1423.39,1481.55,2510.74 ,-84.95,-51.1,-15.39,-35.71
2018/7/3,10802.88,10873.48,10707.68,10715.72,10737.18,10798.23,10958.26,-67.33%,-81.80%,-86.84%,27.98%,25.11%,36.43%,39.58%,1726.12,1482.58,1482.13,2428.45 ,-82.29,-54.75,-23.26,-31.48
2018/7/4,10714.25,10752.05,10680.44,10721.87,10741.34,10777.67,10939.35,-64.90%,-76.35%,-85.87%,29.16%,26.46%,37.47%,40.05%,1237.84,1431.73,1424.9,2445.67 ,17.23,-59.7,-30.55,-29.15
2018/7/5,10690.91,10709.8,10585.27,10611.81,10732.85,10744.75,10909.85,-91.18%,-93.48%,-96.08%,22.38%,25.10%,27.74%,34.74%,1325.02,1430.73,1419.12,2385.39 ,-60.28,-70.03,-38.45,-31.58
2018/7/6,10645.66,10665.72,10523.58,10608.57,10687.18,10715.68,10877.69,-76.56%,-81.87%,-88.20%,22.73%,24.31%,27.49%,34.59%,1616.45,1470.83,1429.15,2345.53 ,-39.86,-79.56,-46.67,-32.89
2018/7/9,10638.9,10746.74,10638.9,10720.28,10675.65,10709.06,10855.89,-45.76%,-49.73%,-70.40%,33.24%,27.29%,47.30%,43.59%,1402.26,1461.54,1442.47,2406.08 ,60.55,-77.76,-52.89,-24.87
2018/7/10,10737.62,10776.47,10728.24,10756.89,10683.88,10710.53,10836.27,-33.32%,-35.66%,-64.89%,43.60%,32.73%,52.42%,46.24%,1270.41,1370.4,1426.49,2428.84 ,22.76,-71.62,-56.63,-14.98
2018/7/11,10693.64,10693.64,10635.03,10676.84,10674.88,10708.11,10812.87,-39.40%,-57.74%,-76.93%,43.16%,36.20%,41.78%,41.59%,1320.17,1386.86,1409.29,2346.59 ,-82.25,-72.7,-59.85,-12.85
2018/7/12,10644.91,10752.57,10643.65,10738.38,10700.19,10716.52,10791.13,-15.06%,-40.76%,-65.32%,48.52%,40.31%,50.96%,46.13%,1327.44,1387.35,1409.04,2354.33 ,7.75,-68.91,-61.66,-7.25
2018/7/13,10769.7,10864.54,10769.7,10864.54,10751.39,10719.28,10783.66,0.00%,-5.97%,-39.53%,64.83%,48.48%,64.67%,54.12%,1453.03,1354.66,1412.74,2369.68 ,15.35,-55.38,-60.4,5.02
2018/7/16,10867.97,10890.2,10817.45,10817.45,10770.82,10723.24,10770.16,-28.51%,-19.84%,-39.43%,69.94%,55.63%,57.47%,51.04%,1265.69,1327.35,1394.44,2331.49 ,-38.19,-44.57,-57.24,12.67
2018/7/17,10802.75,10818.84,10758.83,10778.99,10775.24,10729.56,10763.9,-43.58%,-30.33%,-45.51%,69.85%,60.37%,51.82%,48.57%,1353.9,1344.05,1357.22,2344.11 ,12.62,-39.71,-53.73,14.02
2018/7/18,10811.43,10872.74,10788.37,10842.46,10808.36,10741.62,10759.65,-18.71%,-13.02%,-31.97%,75.56%,65.43%,59.67%,52.69%,1659.38,1411.89,1399.37,2432.97 ,88.86,-31.26,-49.24,17.98
2018/7/19,10868.56,10896.25,10826.14,10835.38,10827.76,10763.98,10754.36,-24.10%,-16.33%,-20.31%,75.94%,68.93%,58.40%,52.18%,1446.49,1435.7,1411.52,2437.05 ,4.08,-23.34,-44.06,20.72
2018/7/20,10932.51,10963.95,10893.73,10932.11,10841.28,10796.33,10756,-15.52%,-7.23%,-7.23%,80.73%,72.87%,69.19%,58.18%,1676.51,1480.39,1417.53,2514.62 ,77.56,-10.31,-37.31,27
2018/7/23,10929.46,10984.84,10901.75,10946.89,10867.17,10818.99,10764.03,-16.79%,-8.23%,-8.23%,83.54%,76.42%,70.58%,59.04%,1504.48,1528.15,1427.75,2581.77 ,67.15,1.18,-29.61,30.79
2018/7/24,10937.77,10995.39,10917.61,10995.39,10910.45,10842.84,10776.69,0.00%,0.00%,0.00%,89.03%,80.62%,75.04%,61.84%,1460.34,1549.44,1446.74,2584.44 ,2.67,12.63,-21.16,33.79
2018/7/25,10957.66,10992.29,10956,10965.79,10935.11,10871.74,10789.92,-14.30%,-8.21%,-6.27%,88.51%,83.25%,67.54%,59.15%,1243.12,1466.19,1439.04,2570.43 ,-14.01,20.98,-12.73,33.71
2018/7/26,10969.35,11018.19,10966.33,11010.61,10970.16,10898.96,10807.74,-3.95%,-1.98%,-1.53%,91.37%,85.96%,72.53%,61.89%,1341.69,1445.23,1440.46,2599.10 ,28.67,29.79,-4.23,34.02
2018/7/27,11023.07,11075.78,11009.16,11075.78,10998.89,10920.09,10819.68,0.00%,0.00%,0.00%,94.25%,88.72%,78.34%,65.56%,1262.63,1362.45,1421.42,2669.13 ,70.03,40.96,4.81,36.15
2018/7/30,11072.7,11080.41,11001.15,11033.54,11016.22,10941.69,10832.46,-26.23%,-14.57%,-8.42%,90.81%,89.42%,67.28%,61.38%,1266.47,1314.85,1421.5,2677.58 ,8.45,47.49,13.34,34.14
2018/7/31,10997.73,11057.51,10976.46,11057.51,11028.65,10969.55,10849.55,-14.07%,-7.12%,-4.11%,90.87%,89.90%,70.15%,62.85%,1590.13,1340.81,1445.12,2677.43 ,-0.15,52.07,21.09,30.98
2018/8/1,11062.36,11100.02,11058.28,11098.13,11055.11,10995.11,10868.37,-1.31%,-0.55%,-0.33%,93.61%,91.14%,74.67%,65.28%,1454.7,1383.12,1424.66,2689.41 ,11.98,59.17,28.71,30.46
2018/8/2,11095.67,11095.67,10919.13,10929.77,11038.95,11004.55,10884.27,-94.12%,-54.63%,-29.53%,67.12%,83.13%,42.59%,50.36%,1422.53,1399.29,1422.26,2630.52 ,-58.89,54.48,33.86,20.62
2018/8/3,10957.3,11012.43,10957.3,11012.43,11026.28,11012.58,10904.46,-48.42%,-31.98%,-18.84%,62.07%,76.11%,54.19%,55.77%,1374.75,1421.72,1392.08,2646.86 ,16.34,52.58,37.6,14.97
2018/8/6,10997.26,11054.49,10994.97,11024.1,11024.39,11020.31,10919.65,-41.97%,-36.80%,-16.33%,60.72%,70.98%,55.70%,56.50%,1166.86,1401.79,1358.32,2630.39 ,-16.47,52.55,40.59,11.95
2018/8/7,11024.97,11030.09,10983.44,10983.44,11009.57,11019.11,10930.98,-64.45%,-58.80%,-25.07%,52.33%,64.77%,48.93%,53.17%,1208.56,1325.48,1333.14,2610.26 ,-20.13,49.58,42.39,7.19
2018/8/8,11026.07,11095.5,11026.07,11075.25,11005,11030.06,10950.9,-13.69%,-13.58%,-5.43%,63.66%,64.40%,61.58%,59.12%,1425.66,1319.67,1351.4,2701.36 ,91.1,52.52,44.42,8.1
2018/8/9,11063.62,11063.62,11001.96,11028.07,11024.66,11031.8,10965.38,-38.29%,-39.78%,-21.09%,62.51%,63.77%,53.42%,55.19%,1265.57,1288.28,1343.79,2694.69 ,-6.66,51.22,45.78,5.44
2018/8/10,11009.96,11033.89,10972.25,10983.68,11018.91,11022.59,10971.34,-80.91%,-64.32%,-34.10%,53.57%,60.37%,46.47%,51.66%,1255.94,1264.52,1343.12,2668.48 ,-26.21,46.66,45.95,0.71
2018/8/13,10939.68,10939.68,10693.73,10748.92,10963.87,10994.13,10967.91,-86.26%,-86.42%,-86.42%,40.24%,53.66%,25.45%,37.75%,1596.09,1350.36,1376.08,2639.84 ,-28.64,25.76,41.91,-16.16
2018/8/14,10797.95,10829.85,10755.53,10824.23,10932.03,10970.8,10970.17,-67.52%,-67.88%,-67.88%,37.65%,48.32%,36.51%,43.11%,1384.15,1385.48,1355.48,2635.47 ,-4.38,11.13,35.76,-24.62
2018/8/15,10827.28,10827.28,10688.59,10716.75,10860.33,10932.66,10963.89,-93.08%,-93.16%,-93.16%,27.41%,41.35%,29.11%,38.01%,1355.52,1371.45,1345.56,2601.81 ,-33.66,-6.12,27.38,-33.5
2018/8/16,10663.57,10725.71,10606.26,10683.9,10791.5,10908.08,10956.31,-83.02%,-84.28%,-84.28%,23.56%,35.42%,27.10%,36.57%,1416.86,1401.71,1345,2601.92 ,0.11,-24.55,17,-41.54
2018/8/17,10702.6,10757.01,10688.55,10690.96,10732.95,10875.93,10944.26,-80.19%,-82.69%,-82.85%,21.48%,30.77%,28.38%,37.13%,1282.8,1407.08,1335.8,2542.35 ,-59.57,-36.16,6.36,-42.52
2018/8/20,10698.76,10729.9,10663.44,10699.05,10722.98,10843.43,10931.87,-72.17%,-81.03%,-81.21%,20.64%,27.40%,30.06%,37.81%,1147.2,1317.31,1333.84,2579.80 ,37.44,-45.56,-4.02,-41.54
2018/8/21,10697.01,10792.2,10697.01,10792.2,10716.57,10824.3,10921.71,-16.84%,-61.99%,-62.34%,27.31%,27.37%,47.22%,45.30%,1137.43,1267.96,1326.72,2641.11 ,61.31,-46.79,-12.57,-34.21
2018/8/22,10790.24,10828.21,10774.69,10804.2,10734.06,10797.2,10913.63,-10.82%,-59.54%,-59.91%,33.64%,29.46%,49.15%,46.21%,986.84,1194.23,1282.84,2624.72 ,-16.39,-44.46,-18.95,-25.51
2018/8/23,10817.33,10863.13,10802.79,10863.13,10769.91,10780.7,10906.25,0.00%,-47.50%,-47.98%,48.11%,35.67%,58.16%,50.62%,1011.67,1113.19,1257.45,2657.15 ,32.43,-38.53,-22.87,-15.66
2018/8/24,10865.91,10865.91,10770.32,10809.35,10793.59,10763.27,10892.93,-27.94%,-55.60%,-58.87%,58.14%,43.16%,48.71%,46.80%,976.96,1052.02,1229.55,2634.40 ,-22.74,-36.18,-25.53,-10.65
2018/8/27,10847.17,10916.69,10847.17,10902.21,10834.22,10778.6,10886.36,-5.72%,-30.79%,-40.06%,70.54%,52.29%,61.63%,53.41%,1062.01,1034.98,1176.14,2727.15 ,92.74,-27.68,-25.96,-1.72
2018/8/28,10946.33,11005.55,10946.33,10989.55,10873.69,10795.13,10882.97,-5.19%,-4.01%,-22.37%,79.02%,61.20%,70.12%,58.68%,1297.38,1066.97,1167.47,2808.21 ,81.06,-13.46,-23.46,10
2018/8/29,11029.12,11099.57,11029.11,11099.57,10932.76,10833.41,10883.04,0.00%,0.00%,0.00%,86.02%,69.47%,77.61%,64.24%,1205.27,1110.66,1152.44,2942.61 ,134.4,5.74,-17.62,23.36
2018/8/30,11153.97,11186.05,11080.07,11093.75,10978.89,10874.4,10891.24,-22.20%,-15.92%,-15.92%,84.79%,74.58%,76.40%,63.75%,1157.93,1139.91,1126.55,2970.09 ,27.48,23.22,-9.45,32.68
2018/8/31,11037.26,11063.94,10987.68,11063.94,11029.8,10911.7,10893.81,-29.37%,-21.06%,-21.06%,81.54%,76.90%,69.69%,61.12%,1219.26,1188.37,1120.2,3003.73 ,33.64,31.19,-1.32,32.52
2018/9/3,11087.86,11097.11,10952.85,10964.22,11042.21,10938.21,10890.82,-65.46%,-42.45%,-38.26%,69.91%,74.57%,51.52%,53.12%,1131.5,1202.27,1118.63,2982.89 ,-20.84,33.07,5.56,27.52
2018/9/4,10981.39,11028.27,10956.49,11021.38,11048.57,10961.13,10892.72,-68.69%,-31.51%,-28.40%,66.73%,71.96%,58.89%,56.66%,1178.53,1178.5,1122.74,3019.08 ,36.19,35.15,11.47,23.67
2018/9/5,11042.41,11058.06,10989.93,10995.13,11027.68,10980.22,10888.71,-81.87%,-39.04%,-32.93%,62.51%,68.81%,54.34%,54.59%,1189.44,1175.33,1143,2989.47 ,-29.61,36.58,16.5,20.09
2018/9/6,11016.92,11016.92,10905.34,10924.3,10993.79,10986.34,10883.52,-93.25%,-62.96%,-45.15%,49.26%,62.29%,43.46%,49.30%,1317.4,1207.23,1173.57,2986.44 ,-3.03,31.96,19.59,12.37
2018/9/7,10922.55,10922.55,10807.56,10846.99,10950.4,10990.1,10876.69,-86.38%,-81.56%,-58.48%,36.31%,53.63%,34.43%,44.19%,1532.58,1269.89,1229.13,2996.71 ,10.28,21.06,19.88,1.18
2018/9/10,10869.8,10877.72,10689.29,10725.8,10902.72,10972.46,10875.53,-91.05%,-92.65%,-79.38%,26.66%,44.64%,24.76%,37.54%,1565.28,1356.65,1279.46,3036.71 ,40,4.19,16.75,-12.55
2018/9/11,10723,10765.42,10669.59,10752.3,10848.9,10948.74,10871.93,-78.71%,-83.99%,-74.81%,23.11%,37.47%,29.92%,39.70%,1297.54,1380.45,1279.47,3048.50 ,11.78,-10.65,11.27,-21.91
2018/9/12,10762.91,10779.93,10667.25,10722.57,10794.39,10911.04,10872.23,-85.84%,-89.34%,-79.94%,19.70%,31.54%,27.39%,38.09%,1252.87,1393.14,1284.23,3045.20 ,-3.3,-23.09,4.39,-27.49
2018/9/13,10726.67,10758.84,10701.25,10727.23,10754.98,10874.39,10874.39,-82.85%,-88.44%,-87.79%,17.78%,26.96%,28.53%,38.52%,1157.06,1361.07,1284.15,3061.26 ,16.06,-32.14,-2.91,-29.23
2018/9/14,10776.53,10882.04,10770.47,10868.14,10759.21,10854.81,10883.25,-21.31%,-61.28%,-60.83%,28.99%,27.63%,54.43%,49.93%,1291.81,1312.91,1291.4,3156.79 ,95.53,-29.4,-8.21,-21.19
2018/9/17,10881.78,10883.98,10806.73,10828.61,10779.77,10841.25,10889.73,-25.55%,-62.46%,-68.90%,33.09%,29.45%,48.51%,47.24%,910.29,1181.91,1269.28,3145.19 ,-11.6,-27.74,-12.12,-15.62
2018/9/18,10794.22,10806.56,10750.81,10760.21,10781.35,10815.13,10888.13,-57.11%,-78.37%,-82.08%,30.92%,29.94%,39.58%,42.89%,1181.28,1158.66,1269.56,3162.85 ,17.66,-31.51,-15.99,-15.51
2018/9/19,10808.5,10882.75,10808.5,10857.27,10808.29,10801.34,10890.78,-12.32%,-51.38%,-63.37%,45.42%,35.10%,54.00%,50.02%,1330.93,1174.27,1283.7,3269.26 ,106.4,-27.56,-18.31,-9.25
2018/9/20,10886.19,10908.36,10814.54,10831.41,10829.13,10792.05,10889.2,-37.15%,-57.99%,-68.36%,52.98%,41.06%,50.17%,48.27%,1351.89,1213.24,1287.15,3316.36 ,47.1,-24.55,-19.55,-4.99
2018/9/21,10857.1,10972.41,10835.84,10972.41,10849.98,10804.6,10897.35,0.00%,-12.73%,-41.18%,68.65%,50.26%,65.97%,57.18%,1596.11,1274.1,1293.51,3452.91 ,136.55,-14.59,-18.56,3.97
2018/9/25,10959.56,11003.49,10941.77,10978.85,10880.03,10829.9,10901.18,-9.75%,-7.33%,-39.94%,76.66%,59.06%,66.55%,57.55%,1162.4,1324.52,1253.22,3500.63 ,47.72,-3.63,-15.57,11.95
2018/9/26,10974.08,11007.35,10947.29,10974.19,10922.83,10852.09,10900.41,-12.93%,-9.75%,-40.84%,80.83%,66.31%,65.58%,57.16%,1080.35,1304.34,1231.5,3507.89 ,7.26,5,-11.46,16.46
2018/9/27,10973.77,11051.09,10961.27,11034.19,10958.21,10883.25,10897.14,-6.97%,-4.40%,-29.27%,85.34%,72.66%,71.92%,60.84%,1239.61,1286.07,1230.17,3637.01 ,129.12,15.25,-6.12,21.37
2018/9/28,11050.09,11073.95,10966.96,11006.34,10993.2,10911.16,10892.77,-26.06%,-16.62%,-21.12%,83.25%,76.19%,65.23%,58.30%,1392.62,1294.22,1253.73,3662.77 ,25.76,22.57,-0.38,22.95
2018/10/1,11014.19,11062.43,11012.95,11051.8,11009.07,10929.53,10892.17,-9.30%,-5.94%,-10.54%,86.55%,79.64%,70.59%,61.18%,938.94,1162.78,1218.44,3687.54 ,24.77,30.54,5.8,24.74
2018/10/2,11048.89,11064.34,10906.42,10919.63,10997.23,10938.63,10889.94,-92.11%,-47.76%,-37.94%,71.66%,76.98%,45.90%,50.20%,1085.18,1147.34,1235.93,3564.86 ,-122.68,29.08,10.46,18.62
2018/10/3,10918.74,10926.73,10839.46,10863.94,10975.18,10949,10882.07,-89.56%,-64.99%,-51.64%,54.12%,69.36%,39.00%,46.37%,1010.58,1133.38,1218.86,3568.18 ,3.31,21.31,12.63,8.68
2018/10/4,10826.19,10826.19,10707.76,10718.91,10912.12,10935.17,10868.25,-96.96%,-96.96%,-87.30%,37.09%,58.60%,26.54%,38.12%,1132.55,1111.97,1199.02,3438.24 ,-129.93,4.56,11.01,-6.46
2018/10/5,10665.29,10669.63,10446.94,10517.12,10814.28,10903.74,10847.9,-88.81%,-88.81%,-88.81%,28.46%,48.56%,17.31%,30.01%,1505.13,1134.47,1214.35,3369.74 ,-68.5,-24.99,3.81,-28.81
2018/10/8,10467.85,10507.83,10403.13,10455.93,10695.11,10852.09,10828.34,-92.01%,-92.13%,-92.13%,21.60%,39.57%,15.36%,28.04%,1268.74,1200.43,1181.61,3258.44 ,-111.3,-54.4,-7.83,-46.57
2018/10/9,10464.39,10503.1,10428.97,10466.83,10604.55,10800.89,10815.39,-90.37%,-90.50%,-90.50%,17.56%,32.23%,17.35%,28.95%,1227.48,1228.89,1188.12,3201.23 ,-57.21,-75.96,-21.46,-54.51
2018/10/11,10272.04,10272.04,9797.93,9806.11,10392.98,10684.08,10768.08,-99.28%,-99.36%,-99.36%,11.92%,25.46%,6.41%,15.78%,2094.5,1445.68,1289.53,2899.16 ,-302.07,-135.54,-44.27,-91.27
2018/10/12,9811.58,10046.01,9740.76,10045.81,10258.36,10585.24,10734.25,-71.90%,-77.12%,-77.12%,15.63%,22.19%,26.57%,28.63%,1482.26,1515.62,1313.8,2858.25 ,-40.91,-176.76,-70.77,-105.99
2018/10/15,9989.63,9989.63,9890.47,9901.12,10135.16,10474.72,10692.94,-82.74%,-87.97%,-87.97%,14.46%,19.61%,22.98%,26.02%,1182.62,1451.12,1292.8,2662.71 ,-195.54,-210.95,-98.8,-112.14
2018/10/16,9891.97,10011.19,9888.73,9981.1,10040.19,10367.65,10648.59,-68.67%,-81.97%,-81.97%,16.39%,18.54%,29.31%,29.87%,1089.49,1415.27,1307.85,2566.70 ,-96.01,-231.74,-125.39,-106.35
2018/10/17,10048.43,10127.01,9978.25,9979.14,9942.66,10273.6,10606.12,-68.73%,-81.99%,-82.12%,18.25%,18.44%,29.24%,29.83%,1154.53,1400.68,1314.79,2510.92 ,-55.78,-241.38,-148.59,-92.79
2018/10/18,9975.46,10019.5,9919.79,9953.73,9972.18,10182.58,10565.79,-59.91%,-83.91%,-84.03%,19.81%,18.90%,28.18%,29.26%,977.21,1177.22,1311.45,2475.70 ,-35.22,-250.5,-168.97,-81.53
2018/10/19,9879.47,9919.26,9762.91,9919.26,9946.87,10102.62,10518.89,-53.79%,-84.95%,-86.61%,20.96%,19.59%,26.62%,28.44%,1266.18,1134.01,1324.81,2443.15 ,-32.55,-261.3,-187.44,-73.86
2018/10/22,9871.3,9984.15,9822.15,9974.28,9961.5,10048.33,10476.03,-41.95%,-78.49%,-82.48%,24.19%,21.12%,33.67%,31.75%,1022.62,1102.01,1276.56,2443.54 ,0.39,-262.11,-202.37,-59.74
2018/10/23,9912.28,9912.28,9775.2,9775.2,9920.32,9980.26,10416.17,-96.62%,-96.29%,-97.42%,18.28%,20.17%,23.75%,26.85%,1034.03,1090.92,1253.09,2311.48 ,-132.07,-270.06,-215.91,-54.15
2018/10/24,9774.29,9809.19,9667.85,9759.4,9876.37,9909.52,10355.2,-80.06%,-89.10%,-93.49%,18.84%,19.73%,23.11%,26.50%,1249.22,1109.85,1255.27,2247.87 ,-63.6,-278.05,-228.34,-49.71
2018/10/25,9622.95,9622.95,9475.61,9520.79,9789.79,9880.98,10282.53,-91.69%,-95.60%,-97.17%,14.87%,18.11%,15.46%,21.78%,1323.18,1179.05,1178.14,2154.23 ,-93.65,-298.2,-242.31,-55.89
2018/10/26,9570.19,9629.07,9400.69,9489.18,9703.77,9825.32,10205.28,-84.83%,-89.84%,-94.71%,13.97%,16.73%,14.69%,21.23%,1328.56,1191.52,1162.76,2131.04 ,-23.19,-313.22,-256.49,-56.73
2018/10/29,9515.43,9554.35,9459.12,9516.32,9612.18,9786.84,10130.78,-80.18%,-84.08%,-93.05%,14.62%,16.03%,18.86%,23.04%,1069.14,1200.83,1151.42,2132.21 ,1.17,-320.67,-269.33,-51.34
2018/10/30,9508.81,9574.83,9481.66,9526.11,9562.36,9741.34,10054.5,-75.48%,-82.73%,-92.46%,16.50%,16.19%,20.55%,23.73%,1012.11,1196.44,1143.68,2143.17 ,10.97,-321.59,-279.78,-41.81
2018/10/31,9588.86,9802.13,9588.86,9802.13,9570.91,9723.64,9998.62,-1.73%,-44.73%,-73.69%,33.94%,22.10%,53.33%,40.21%,1320.07,1210.61,1160.23,2233.57 ,90.4,-300.98,-284.02,-16.96
2018/11/1,9812.2,9869.59,9742.61,9844.74,9635.7,9712.74,9947.66,-5.30%,-38.86%,-68.85%,47.99%,30.73%,56.64%,42.31%,1289.63,1203.9,1191.47,2274.49 ,40.92,-275.28,-282.27,6.99
2018/11/2,9871.4,9906.59,9817.29,9906.59,9719.18,9711.47,9907.04,0.00%,-18.25%,-60.13%,64.96%,42.14%,61.41%,45.35%,1539.49,1246.09,1218.81,2329.97 ,55.48,-247.32,-275.28,27.96
2018/11/5,9856.85,9889.81,9786.25,9889.81,9793.88,9703.03,9875.68,-3.75%,-16.17%,-55.82%,75.53%,53.27%,59.29%,44.65%,1088.97,1250.05,1225.44,2340.03 ,10.06,-224.22,-265.07,40.85
2018/11/6,9888.41,9899.97,9782.86,9824.95,9853.64,9708,9844.13,-19.21%,-27.29%,-61.52%,78.31%,61.62%,51.09%,41.94%,1191.96,1286.02,1241.23,2295.78 ,-44.25,-206.01,-253.26,47.24
2018/11/7,9818.15,9912.53,9817.95,9908.35,9874.89,9722.9,9816.21,-1.29%,-0.82%,-41.74%,85.27%,69.50%,59.69%,46.50%,1185.42,1259.09,1234.85,2353.50 ,57.72,-185.13,-239.63,54.51
2018/11/8,9958.47,10014.42,9938.55,9945.31,9895,9765.35,9823.17,-25.43%,-11.26%,-25.02%,86.03%,75.01%,63.14%,48.46%,1205.43,1242.25,1223.08,2383.97 ,30.47,-160.74,-223.85,63.11
2018/11/9,9921.78,9921.78,9798.45,9830.01,9879.69,9799.43,9812.38,-79.64%,-30.05%,-40.89%,79.15%,76.39%,47.83%,43.09%,1027.58,1139.87,1192.98,2315.62 ,-68.35,-149.04,-208.89,59.85
2018/11/12,9806.8,9875.84,9764.46,9831.21,9867.97,9830.92,9808.88,-73.30%,-29.85%,-40.73%,71.75%,74.84%,47.99%,43.16%,917.73,1105.62,1177.84,2326.24 ,10.62,-139.73,-195.06,55.33
2018/11/13,9727.17,9777.35,9616.16,9775.84,9858.14,9855.89,9798.62,-59.91%,-42.96%,-48.35%,61.20%,70.29%,41.11%,40.60%,1134.99,1094.23,1190.13,2348.41 ,22.16,-137.97,-183.64,45.67
2018/11/14,9799.69,9823.25,9763.89,9791.88,9834.85,9854.87,9789.25,-55.88%,-41.77%,-36.78%,55.51%,65.36%,43.91%,41.69%,1047.28,1066.6,1162.85,2339.82 ,-8.58,-130.51,-173.01,42.5
2018/11/15,9806.58,9844.39,9755.12,9826.46,9811.08,9853.04,9782.89,-47.20%,-44.17%,-30.63%,54.61%,61.78%,50.04%,44.12%,984.71,1022.46,1132.36,2362.15 ,22.33,-121.56,-162.72,41.16
2018/11/16,9819.05,9851.29,9770.87,9797.09,9804.5,9842.09,9776.78,-40.80%,-54.57%,-35.41%,51.55%,58.37%,45.02%,42.48%,1182.55,1053.45,1096.66,2355.73 ,-6.43,-113.88,-152.95,39.08
2018/11/19,9795.47,9836.02,9779.4,9828.69,9803.99,9835.98,9769.5,-18.16%,-46.64%,-30.26%,52.15%,56.30%,51.32%,44.88%,932.55,1056.42,1081.02,2395.93 ,40.2,-105.44,-143.45,38.01
2018/11/20,9788.95,9800.03,9726.8,9743.99,9797.62,9827.88,9767.94,-45.63%,-67.90%,-44.06%,45.47%,52.69%,37.50%,40.00%,940.09,1017.44,1055.83,2325.64 ,-70.29,-102.77,-135.32,32.55
2018/11/21,9698.52,9753.69,9632.47,9741.52,9787.55,9811.2,9767.05,-50.16%,-68.52%,-44.47%,43.98%,49.79%,37.15%,39.86%,1027.67,1013.51,1040.06,2330.52 ,4.89,-102.41,-128.73,26.32
2018/11/22,9769.33,9792.99,9702.77,9714.71,9765.2,9788.14,9776.74,-62.42%,-75.25%,-48.83%,41.97%,47.18%,33.12%,38.30%,998.86,1016.34,1019.4,2311.32 ,-19.21,-99.85,-122.96,23.11
